latitude,longitude
34.995833,135.73877
32.860052,130.78477
34.747309,135.358266
36.232015,137.955864
39.711316,141.09914
36.341963,138.637725
35.646671,139.71045
32.762469,129.864618
43.793995,142.324974
35.613308,139.626838
34.6414,135.769268
35.362228,136.898808
36.560747,139.898242
35.294888,139.673181
34.832653,135.489518
36.491034,139.906193
26.200556,127.736938
35.665548,139.893884
35.454156,139.597038
35.821399,139.395833
32.744041,129.87705
34.997542,135.727035
36.516004,136.576795
33.597013,130.480638
36.09723,136.250833
39.71761,140.128672
34.242431,132.555803
35.607594,139.734188
33.171996,129.720728
36.644957,138.187986
35.730135,139.712685
34.679311,135.602063
35.168237,136.89453
35.772576,139.519841
34.851698,135.616801
35.742861,139.328097
35.750383,139.805827
35.478074,136.899891
33.657047,130.428937
36.294463,139.400667
35.907013,139.482836
35.821888,139.676873
35.297108,139.579302
35.933179,139.620925
35.667799,139.767281
36.294454,139.400657
32.737861,130.743608
35.530045,139.461981
35.702072,139.762313
35.319654,139.547885
26.252301,127.738193
26.314523,127.756788
43.071487,141.371129
34.95867,138.401199
33.509455,130.495068
34.968118,136.617135
35.626389,139.626389
35.583104,139.480418
26.353052,127.825859
35.253988,136.920081
35.094345,136.959037
35.187495,136.969453
36.082386,140.111528
36.392007,138.257985
34.373163,132.394975
34.987363,135.759498
35.743123,139.647914
34.434644,135.245428
34.394444,132.498965
34.362555,132.468542
35.671174,139.480639
35.3851,139.619463
34.716773,135.36496
34.806681,134.606463
35.663152,139.760854
34.528214,135.74384
35.82626,139.653472
35.891083,139.61491
35.136846,136.909806
35.614878,138.512977
33.322208,130.537648
34.696465,137.652242
34.380733,135.267556
43.077368,141.403594
35.746074,139.384914
33.870212,130.811644
32.837111,130.778784
33.587945,130.401204
26.313712,127.760847
34.683264,136.517916
34.632421,135.605824
31.592009,130.554714
35.975967,139.467335
36.579443,136.649819
35.182094,137.021683
36.39036,139.007357
34.749073,135.579662
35.253942,136.920171
36.000226,139.668028
35.655159,139.792571
35.531797,139.695526
34.661789,135.501652
37.460488,138.826971
35.63951,139.631885
35.680688,139.718266
35.670125,139.411274
35.454078,139.638792
